FLUKE 289;  V1.16;  32760112 Ammann

To display full timestamps use Format Cells �m/d/y hh:mm:ss.0'

Start Time;Stop Time;Elapsed Time;Interval;Total readings;Intervals;Input Events;Session Name
25.08.2020 20:03:28;25.08.2020 20:13:26;0:09:58;0:00:01;606;599;14;Circuit 1
Max Time;Max;Average;Min;Min Time;Scaling;
25.08.2020 20:03:40;5,4262 A AC;3,8067 A AC;0,0000 A AC;25.08.2020 20:03:28;(none)

Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time
366;5,3252 A AC;25.08.2020 20:09:29,8;0:00:01,0;25.08.2020 20:09:30,0;5,3260 A AC;5,3248 A AC;25.08.2020 20:09:30,8;5,3218 A AC;Interval;25.08.2020 20:09:30,9
367;5,3206 A AC;25.08.2020 20:09:30,9;0:00:01,0;25.08.2020 20:09:31,4;5,3227 A AC;5,3208 A AC;25.08.2020 20:09:31,1;5,3195 A AC;Interval;25.08.2020 20:09:31,9
368;5,3204 A AC;25.08.2020 20:09:31,9;0:00:01,0;25.08.2020 20:09:32,7;5,3259 A AC;5,3230 A AC;25.08.2020 20:09:31,9;5,3204 A AC;Interval;25.08.2020 20:09:32,9
369;5,3247 A AC;25.08.2020 20:09:32,9;0:00:01,0;25.08.2020 20:09:32,9;5,3247 A AC;5,3239 A AC;25.08.2020 20:09:33,7;5,3234 A AC;Interval;25.08.2020 20:09:33,9
370;5,3243 A AC;25.08.2020 20:09:33,9;0:00:01,0;25.08.2020 20:09:34,8;5,3253 A AC;5,3245 A AC;25.08.2020 20:09:34,2;5,3238 A AC;Interval;25.08.2020 20:09:34,9
371;5,3253 A AC;25.08.2020 20:09:34,9;0:00:01,0;25.08.2020 20:09:34,9;5,3253 A AC;5,3251 A AC;25.08.2020 20:09:35,8;5,3249 A AC;Interval;25.08.2020 20:09:35,9
372;5,3249 A AC;25.08.2020 20:09:35,9;0:00:01,0;25.08.2020 20:09:35,9;5,3249 A AC;5,3205 A AC;25.08.2020 20:09:36,7;5,3186 A AC;Interval;25.08.2020 20:09:36,9
373;5,3182 A AC;25.08.2020 20:09:36,9;0:00:01,0;25.08.2020 20:09:37,6;5,3190 A AC;5,3186 A AC;25.08.2020 20:09:37,0;5,3180 A AC;Interval;25.08.2020 20:09:37,9
374;5,3188 A AC;25.08.2020 20:09:37,9;0:00:01,0;25.08.2020 20:09:37,9;5,3188 A AC;5,3173 A AC;25.08.2020 20:09:38,8;5,3162 A AC;Interval;25.08.2020 20:09:38,9
375;5,3140 A AC;25.08.2020 20:09:38,9;0:00:00,9;25.08.2020 20:09:39,4;5,3166 A AC;5,3148 A AC;25.08.2020 20:09:39,1;5,3131 A AC;Interval;25.08.2020 20:09:39,8
376;5,3148 A AC;25.08.2020 20:09:39,8;0:00:01,0;25.08.2020 20:09:40,4;5,3187 A AC;5,3163 A AC;25.08.2020 20:09:40,0;5,3145 A AC;Interval;25.08.2020 20:09:40,8
377;5,3159 A AC;25.08.2020 20:09:40,8;0:00:01,0;25.08.2020 20:09:40,8;5,3159 A AC;5,3154 A AC;25.08.2020 20:09:41,5;5,3146 A AC;Interval;25.08.2020 20:09:41,8
378;5,3153 A AC;25.08.2020 20:09:41,8;0:00:01,0;25.08.2020 20:09:41,8;5,3153 A AC;5,3150 A AC;25.08.2020 20:09:42,4;5,3148 A AC;Interval;25.08.2020 20:09:42,8
379;5,3154 A AC;25.08.2020 20:09:42,8;0:00:01,0;25.08.2020 20:09:43,7;5,3161 A AC;5,3157 A AC;25.08.2020 20:09:43,0;5,3152 A AC;Interval;25.08.2020 20:09:43,8
380;5,3163 A AC;25.08.2020 20:09:43,8;0:00:01,0;25.08.2020 20:09:44,0;5,3165 A AC;5,3162 A AC;25.08.2020 20:09:44,2;5,3160 A AC;Interval;25.08.2020 20:09:44,8
381;5,3161 A AC;25.08.2020 20:09:44,8;0:00:01,0;25.08.2020 20:09:45,7;5,3168 A AC;5,3164 A AC;25.08.2020 20:09:44,8;5,3161 A AC;Interval;25.08.2020 20:09:45,8
382;5,3170 A AC;25.08.2020 20:09:45,8;0:00:01,0;25.08.2020 20:09:46,5;5,3173 A AC;5,3172 A AC;25.08.2020 20:09:45,8;5,3170 A AC;Interval;25.08.2020 20:09:46,8
383;5,3173 A AC;25.08.2020 20:09:46,8;0:00:01,0;25.08.2020 20:09:47,5;5,3174 A AC;5,3170 A AC;25.08.2020 20:09:47,8;5,3145 A AC;Interval;25.08.2020 20:09:47,9
384;5,3139 A AC;25.08.2020 20:09:47,9;0:00:01,0;25.08.2020 20:09:48,7;5,3208 A AC;5,3161 A AC;25.08.2020 20:09:48,2;5,3129 A AC;Interval;25.08.2020 20:09:48,9
385;5,3196 A AC;25.08.2020 20:09:48,9;0:00:01,0;25.08.2020 20:09:48,9;5,3196 A AC;5,3178 A AC;25.08.2020 20:09:49,7;5,3165 A AC;Interval;25.08.2020 20:09:49,9
386;5,3163 A AC;25.08.2020 20:09:49,9;0:00:01,0;25.08.2020 20:09:50,7;5,3177 A AC;5,3167 A AC;25.08.2020 20:09:50,0;5,3158 A AC;Interval;25.08.2020 20:09:50,9
387;5,3169 A AC;25.08.2020 20:09:50,9;0:00:01,0;25.08.2020 20:09:51,0;5,3177 A AC;5,3161 A AC;25.08.2020 20:09:51,8;5,3132 A AC;Interval;25.08.2020 20:09:51,9
388;5,3130 A AC;25.08.2020 20:09:51,9;0:00:01,0;25.08.2020 20:09:51,9;5,3130 A AC;5,3117 A AC;25.08.2020 20:09:52,4;5,3101 A AC;Interval;25.08.2020 20:09:52,9
389;5,3124 A AC;25.08.2020 20:09:52,9;0:00:01,0;25.08.2020 20:09:52,9;5,3124 A AC;5,3088 A AC;25.08.2020 20:09:53,8;5,3051 A AC;Interval;25.08.2020 20:09:53,9
390;5,3054 A AC;25.08.2020 20:09:53,9;0:00:01,0;25.08.2020 20:09:54,7;5,3102 A AC;5,3080 A AC;25.08.2020 20:09:53,9;5,3054 A AC;Interval;25.08.2020 20:09:54,9
391;5,3091 A AC;25.08.2020 20:09:54,9;0:00:01,0;25.08.2020 20:09:55,8;5,3150 A AC;5,3077 A AC;25.08.2020 20:09:55,4;5,3048 A AC;Interval;25.08.2020 20:09:55,9
392;5,3162 A AC;25.08.2020 20:09:55,9;0:00:00,9;25.08.2020 20:09:55,9;5,3162 A AC;5,3108 A AC;25.08.2020 20:09:56,3;5,3082 A AC;Interval;25.08.2020 20:09:56,8
393;5,3122 A AC;25.08.2020 20:09:56,8;0:00:01,0;25.08.2020 20:09:57,0;5,3126 A AC;5,3115 A AC;25.08.2020 20:09:57,7;5,3100 A AC;Interval;25.08.2020 20:09:57,8
394;5,3097 A AC;25.08.2020 20:09:57,8;0:00:01,0;25.08.2020 20:09:57,8;5,3097 A AC;5,3090 A AC;25.08.2020 20:09:58,7;5,3082 A AC;Interval;25.08.2020 20:09:58,8
395;5,3085 A AC;25.08.2020 20:09:58,8;0:00:01,0;25.08.2020 20:09:59,5;5,3100 A AC;5,3091 A AC;25.08.2020 20:09:58,8;5,3085 A AC;Interval;25.08.2020 20:09:59,8
396;5,3096 A AC;25.08.2020 20:09:59,8;0:00:01,0;25.08.2020 20:10:00,0;5,3101 A AC;5,3096 A AC;25.08.2020 20:10:00,4;5,3093 A AC;Interval;25.08.2020 20:10:00,8
397;5,3095 A AC;25.08.2020 20:10:00,8;0:00:01,0;25.08.2020 20:10:01,0;5,3097 A AC;5,3091 A AC;25.08.2020 20:10:01,7;5,3069 A AC;Interval;25.08.2020 20:10:01,8
398;5,3071 A AC;25.08.2020 20:10:01,8;0:00:01,0;25.08.2020 20:10:02,7;5,3105 A AC;5,3075 A AC;25.08.2020 20:10:02,0;5,3065 A AC;Interval;25.08.2020 20:10:02,8
399;5,3116 A AC;25.08.2020 20:10:02,8;0:00:01,0;25.08.2020 20:10:03,7;5,3151 A AC;5,3139 A AC;25.08.2020 20:10:02,8;5,3116 A AC;Interval;25.08.2020 20:10:03,8
400;5,3141 A AC;25.08.2020 20:10:03,8;0:00:01,0;25.08.2020 20:10:03,8;5,3141 A AC;5,3082 A AC;25.08.2020 20:10:04,6;5,3013 A AC;Interval;25.08.2020 20:10:04,8
401;5,3021 A AC;25.08.2020 20:10:04,8;0:00:01,0;25.08.2020 20:10:05,0;5,3024 A AC;5,3014 A AC;25.08.2020 20:10:05,6;5,3004 A AC;Interval;25.08.2020 20:10:05,9
402;5,3004 A AC;25.08.2020 20:10:05,9;0:00:01,0;25.08.2020 20:10:06,8;5,3031 A AC;5,3015 A AC;25.08.2020 20:10:05,9;5,3004 A AC;Interval;25.08.2020 20:10:06,9
403;5,3035 A AC;25.08.2020 20:10:06,9;0:00:01,0;25.08.2020 20:10:07,0;5,3041 A AC;5,3021 A AC;25.08.2020 20:10:07,7;5,2990 A AC;Interval;25.08.2020 20:10:07,9
404;5,2993 A AC;25.08.2020 20:10:07,9;0:00:01,0;25.08.2020 20:10:08,8;5,3027 A AC;5,2997 A AC;25.08.2020 20:10:08,1;5,2987 A AC;Interval;25.08.2020 20:10:08,9
405;5,3030 A AC;25.08.2020 20:10:08,9;0:00:01,0;25.08.2020 20:10:09,8;5,3036 A AC;5,3031 A AC;25.08.2020 20:10:09,6;5,3022 A AC;Interval;25.08.2020 20:10:09,9
406;5,3034 A AC;25.08.2020 20:10:09,9;0:00:01,0;25.08.2020 20:10:10,8;5,3036 A AC;5,3030 A AC;25.08.2020 20:10:10,5;5,3024 A AC;Interval;25.08.2020 20:10:10,9
407;5,3037 A AC;25.08.2020 20:10:10,9;0:00:01,0;25.08.2020 20:10:11,8;5,3099 A AC;5,3021 A AC;25.08.2020 20:10:11,6;5,2986 A AC;Interval;25.08.2020 20:10:11,9
408;5,3149 A AC;25.08.2020 20:10:11,9;0:00:01,0;25.08.2020 20:10:12,8;5,3151 A AC;5,3134 A AC;25.08.2020 20:10:12,3;5,3115 A AC;Interval;25.08.2020 20:10:12,9
409;5,3152 A AC;25.08.2020 20:10:12,9;0:00:01,0;25.08.2020 20:10:12,9;5,3152 A AC;5,3141 A AC;25.08.2020 20:10:13,6;5,3130 A AC;Interval;25.08.2020 20:10:13,9
410;5,3136 A AC;25.08.2020 20:10:13,9;0:00:00,8;25.08.2020 20:10:13,9;5,3136 A AC;4,9894 A AC;25.08.2020 20:10:14,6;2,8570 A AC;Unstable;25.08.2020 20:10:14,7
411;1,4046 A AC;25.08.2020 20:10:14,7;0:00:00,1;25.08.2020 20:10:14,7;1,4046 A AC;1,4046 A AC;25.08.2020 20:10:14,7;1,4046 A AC;Interval;25.08.2020 20:10:14,8
412;0,8034 A AC;25.08.2020 20:10:14,8;0:00:00,3;25.08.2020 20:10:14,8;0,8034 A AC;0,6163 A AC;25.08.2020 20:10:15,0;0,4803 A AC;Unstable;25.08.2020 20:10:15,1
413;0,4517 A AC;25.08.2020 20:10:15,1;0:00:00,7;25.08.2020 20:10:15,1;0,4517 A AC;0,4392 A AC;25.08.2020 20:10:15,7;0,4348 A AC;Interval;25.08.2020 20:10:15,8
414;0,4345 A AC;25.08.2020 20:10:15,8;0:00:01,0;25.08.2020 20:10:15,8;0,4345 A AC;0,4336 A AC;25.08.2020 20:10:16,6;0,4330 A AC;Interval;25.08.2020 20:10:16,8
415;0,4331 A AC;25.08.2020 20:10:16,8;0:00:01,0;25.08.2020 20:10:16,8;0,4331 A AC;0,4329 A AC;25.08.2020 20:10:17,7;0,4325 A AC;Interval;25.08.2020 20:10:17,8
416;0,4324 A AC;25.08.2020 20:10:17,8;0:00:01,0;25.08.2020 20:10:17,9;0,4325 A AC;0,4324 A AC;25.08.2020 20:10:18,5;0,4323 A AC;Interval;25.08.2020 20:10:18,8
417;0,4323 A AC;25.08.2020 20:10:18,8;0:00:01,0;25.08.2020 20:10:18,8;0,4323 A AC;0,4321 A AC;25.08.2020 20:10:19,7;0,4319 A AC;Interval;25.08.2020 20:10:19,8
418;0,4319 A AC;25.08.2020 20:10:19,8;0:00:01,0;25.08.2020 20:10:19,8;0,4319 A AC;0,4318 A AC;25.08.2020 20:10:20,4;0,4317 A AC;Interval;25.08.2020 20:10:20,8
419;0,4317 A AC;25.08.2020 20:10:20,8;0:00:01,0;25.08.2020 20:10:20,8;0,4317 A AC;0,4316 A AC;25.08.2020 20:10:21,2;0,4316 A AC;Interval;25.08.2020 20:10:21,8
420;0,4316 A AC;25.08.2020 20:10:21,8;0:00:01,0;25.08.2020 20:10:21,8;0,4316 A AC;0,4315 A AC;25.08.2020 20:10:22,1;0,4315 A AC;Interval;25.08.2020 20:10:22,9
421;0,4315 A AC;25.08.2020 20:10:22,9;0:00:01,0;25.08.2020 20:10:22,9;0,4315 A AC;0,4314 A AC;25.08.2020 20:10:23,7;0,4313 A AC;Interval;25.08.2020 20:10:23,9
422;0,4312 A AC;25.08.2020 20:10:23,9;0:00:01,0;25.08.2020 20:10:23,9;0,4312 A AC;0,4310 A AC;25.08.2020 20:10:24,8;0,4307 A AC;Interval;25.08.2020 20:10:24,9
423;0,4306 A AC;25.08.2020 20:10:24,9;0:00:01,0;25.08.2020 20:10:24,9;0,4306 A AC;0,4304 A AC;25.08.2020 20:10:25,6;0,4302 A AC;Interval;25.08.2020 20:10:25,9
424;0,4301 A AC;25.08.2020 20:10:25,9;0:00:01,0;25.08.2020 20:10:25,9;0,4301 A AC;0,4300 A AC;25.08.2020 20:10:26,3;0,4300 A AC;Interval;25.08.2020 20:10:26,9
425;0,4300 A AC;25.08.2020 20:10:26,9;0:00:01,0;25.08.2020 20:10:26,9;0,4300 A AC;0,4300 A AC;25.08.2020 20:10:27,7;0,4299 A AC;Interval;25.08.2020 20:10:27,9
426;0,4299 A AC;25.08.2020 20:10:27,9;0:00:01,0;25.08.2020 20:10:27,9;0,4299 A AC;0,4298 A AC;25.08.2020 20:10:28,4;0,4298 A AC;Interval;25.08.2020 20:10:28,9
427;0,4298 A AC;25.08.2020 20:10:28,9;0:00:01,0;25.08.2020 20:10:29,5;0,4300 A AC;0,4299 A AC;25.08.2020 20:10:28,9;0,4298 A AC;Interval;25.08.2020 20:10:29,9
428;0,4300 A AC;25.08.2020 20:10:29,9;0:00:00,9;25.08.2020 20:10:29,9;0,4300 A AC;0,4300 A AC;25.08.2020 20:10:29,9;0,4300 A AC;Interval;25.08.2020 20:10:30,8
429;0,4300 A AC;25.08.2020 20:10:30,8;0:00:01,0;25.08.2020 20:10:31,2;0,4301 A AC;0,4301 A AC;25.08.2020 20:10:30,8;0,4300 A AC;Interval;25.08.2020 20:10:31,8
430;0,4301 A AC;25.08.2020 20:10:31,8;0:00:01,0;25.08.2020 20:10:31,8;0,4301 A AC;0,4301 A AC;25.08.2020 20:10:31,8;0,4301 A AC;Interval;25.08.2020 20:10:32,8
431;0,4301 A AC;25.08.2020 20:10:32,8;0:00:01,0;25.08.2020 20:10:32,8;0,4301 A AC;0,4301 A AC;25.08.2020 20:10:32,8;0,4301 A AC;Interval;25.08.2020 20:10:33,8
432;0,4301 A AC;25.08.2020 20:10:33,8;0:00:01,0;25.08.2020 20:10:33,8;0,4301 A AC;0,4300 A AC;25.08.2020 20:10:34,3;0,4299 A AC;Interval;25.08.2020 20:10:34,8
433;0,4300 A AC;25.08.2020 20:10:34,8;0:00:01,0;25.08.2020 20:10:35,6;0,4306 A AC;0,4303 A AC;25.08.2020 20:10:34,8;0,4300 A AC;Interval;25.08.2020 20:10:35,8
434;0,4306 A AC;25.08.2020 20:10:35,8;0:00:01,0;25.08.2020 20:10:36,4;0,4309 A AC;0,4308 A AC;25.08.2020 20:10:35,8;0,4306 A AC;Interval;25.08.2020 20:10:36,8
435;0,4309 A AC;25.08.2020 20:10:36,8;0:00:01,0;25.08.2020 20:10:37,6;0,4312 A AC;0,4311 A AC;25.08.2020 20:10:36,8;0,4309 A AC;Interval;25.08.2020 20:10:37,8
436;0,4312 A AC;25.08.2020 20:10:37,8;0:00:01,0;25.08.2020 20:10:38,6;0,4313 A AC;0,4312 A AC;25.08.2020 20:10:37,8;0,4312 A AC;Interval;25.08.2020 20:10:38,8
437;0,4313 A AC;25.08.2020 20:10:38,8;0:00:01,0;25.08.2020 20:10:38,8;0,4313 A AC;0,4313 A AC;25.08.2020 20:10:38,8;0,4313 A AC;Interval;25.08.2020 20:10:39,9
438;0,4312 A AC;25.08.2020 20:10:39,9;0:00:01,0;25.08.2020 20:10:39,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:39,9;0,4312 A AC;Interval;25.08.2020 20:10:40,9
439;0,4312 A AC;25.08.2020 20:10:40,9;0:00:01,0;25.08.2020 20:10:40,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:40,9;0,4312 A AC;Interval;25.08.2020 20:10:41,9
440;0,4312 A AC;25.08.2020 20:10:41,9;0:00:01,0;25.08.2020 20:10:41,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:41,9;0,4312 A AC;Interval;25.08.2020 20:10:42,9
441;0,4312 A AC;25.08.2020 20:10:42,9;0:00:01,0;25.08.2020 20:10:42,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:42,9;0,4312 A AC;Interval;25.08.2020 20:10:43,9
442;0,4312 A AC;25.08.2020 20:10:43,9;0:00:01,0;25.08.2020 20:10:43,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:43,9;0,4312 A AC;Interval;25.08.2020 20:10:44,9
443;0,4312 A AC;25.08.2020 20:10:44,9;0:00:01,0;25.08.2020 20:10:45,5;0,4313 A AC;0,4312 A AC;25.08.2020 20:10:44,9;0,4312 A AC;Interval;25.08.2020 20:10:45,9
444;0,4312 A AC;25.08.2020 20:10:45,9;0:00:01,0;25.08.2020 20:10:45,9;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:45,9;0,4312 A AC;Interval;25.08.2020 20:10:46,9
445;0,4312 A AC;25.08.2020 20:10:46,9;0:00:01,0;25.08.2020 20:10:47,6;0,4313 A AC;0,4312 A AC;25.08.2020 20:10:46,9;0,4312 A AC;Interval;25.08.2020 20:10:47,9
446;0,4313 A AC;25.08.2020 20:10:47,9;0:00:00,9;25.08.2020 20:10:47,9;0,4313 A AC;0,4312 A AC;25.08.2020 20:10:48,3;0,4312 A AC;Interval;25.08.2020 20:10:48,8
447;0,4312 A AC;25.08.2020 20:10:48,8;0:00:01,0;25.08.2020 20:10:48,8;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:48,8;0,4312 A AC;Interval;25.08.2020 20:10:49,8
448;0,4312 A AC;25.08.2020 20:10:49,8;0:00:01,0;25.08.2020 20:10:49,8;0,4312 A AC;0,4312 A AC;25.08.2020 20:10:49,8;0,4312 A AC;Interval;25.08.2020 20:10:50,8
449;0,4312 A AC;25.08.2020 20:10:50,8;0:00:01,0;25.08.2020 20:10:50,8;0,4312 A AC;0,4311 A AC;25.08.2020 20:10:50,9;0,4311 A AC;Interval;25.08.2020 20:10:51,8
450;0,4311 A AC;25.08.2020 20:10:51,8;0:00:01,0;25.08.2020 20:10:51,8;0,4311 A AC;0,4310 A AC;25.08.2020 20:10:52,7;0,4307 A AC;Interval;25.08.2020 20:10:52,8
451;0,4306 A AC;25.08.2020 20:10:52,8;0:00:01,0;25.08.2020 20:10:52,8;0,4306 A AC;0,4304 A AC;25.08.2020 20:10:53,4;0,4303 A AC;Interval;25.08.2020 20:10:53,8
452;0,4302 A AC;25.08.2020 20:10:53,8;0:00:01,0;25.08.2020 20:10:53,8;0,4302 A AC;0,4301 A AC;25.08.2020 20:10:54,2;0,4301 A AC;Interval;25.08.2020 20:10:54,8
453;0,4301 A AC;25.08.2020 20:10:54,8;0:00:01,0;25.08.2020 20:10:54,8;0,4301 A AC;0,4300 A AC;25.08.2020 20:10:54,9;0,4300 A AC;Interval;25.08.2020 20:10:55,8
454;0,4300 A AC;25.08.2020 20:10:55,8;0:00:01,0;25.08.2020 20:10:55,8;0,4300 A AC;0,4300 A AC;25.08.2020 20:10:56,6;0,4299 A AC;Interval;25.08.2020 20:10:56,9
455;0,4299 A AC;25.08.2020 20:10:56,9;0:00:01,0;25.08.2020 20:10:56,9;0,4299 A AC;0,4298 A AC;25.08.2020 20:10:57,6;0,4297 A AC;Interval;25.08.2020 20:10:57,9
456;0,4297 A AC;25.08.2020 20:10:57,9;0:00:01,0;25.08.2020 20:10:57,9;0,4297 A AC;0,4296 A AC;25.08.2020 20:10:58,2;0,4296 A AC;Interval;25.08.2020 20:10:58,9
457;0,4296 A AC;25.08.2020 20:10:58,9;0:00:01,0;25.08.2020 20:10:58,9;0,4296 A AC;0,4295 A AC;25.08.2020 20:10:59,1;0,4295 A AC;Interval;25.08.2020 20:10:59,9
458;0,4296 A AC;25.08.2020 20:10:59,9;0:00:01,0;25.08.2020 20:11:00,6;0,4299 A AC;0,4298 A AC;25.08.2020 20:10:59,9;0,4296 A AC;Interval;25.08.2020 20:11:00,9
459;0,4299 A AC;25.08.2020 20:11:00,9;0:00:01,0;25.08.2020 20:11:01,0;0,4300 A AC;0,4299 A AC;25.08.2020 20:11:00,9;0,4299 A AC;Interval;25.08.2020 20:11:01,9
460;0,4300 A AC;25.08.2020 20:11:01,9;0:00:01,0;25.08.2020 20:11:02,7;0,4301 A AC;0,4300 A AC;25.08.2020 20:11:01,9;0,4300 A AC;Interval;25.08.2020 20:11:02,9
461;0,4301 A AC;25.08.2020 20:11:02,9;0:00:01,0;25.08.2020 20:11:02,9;0,4301 A AC;0,4301 A AC;25.08.2020 20:11:02,9;0,4301 A AC;Interval;25.08.2020 20:11:03,9
462;0,4301 A AC;25.08.2020 20:11:03,9;0:00:00,9;25.08.2020 20:11:03,9;0,4301 A AC;0,4301 A AC;25.08.2020 20:11:03,9;0,4301 A AC;Interval;25.08.2020 20:11:04,8
463;0,4301 A AC;25.08.2020 20:11:04,8;0:00:01,0;25.08.2020 20:11:04,8;0,4301 A AC;0,4301 A AC;25.08.2020 20:11:04,8;0,4301 A AC;Interval;25.08.2020 20:11:05,8
464;0,4301 A AC;25.08.2020 20:11:05,8;0:00:01,0;25.08.2020 20:11:06,3;0,4302 A AC;0,4301 A AC;25.08.2020 20:11:05,8;0,4301 A AC;Interval;25.08.2020 20:11:06,8
465;0,4301 A AC;25.08.2020 20:11:06,8;0:00:01,0;25.08.2020 20:11:07,1;0,4302 A AC;0,4302 A AC;25.08.2020 20:11:06,8;0,4301 A AC;Interval;25.08.2020 20:11:07,8
466;0,4302 A AC;25.08.2020 20:11:07,8;0:00:01,0;25.08.2020 20:11:07,8;0,4302 A AC;0,4302 A AC;25.08.2020 20:11:08,1;0,4301 A AC;Interval;25.08.2020 20:11:08,8
467;0,4302 A AC;25.08.2020 20:11:08,8;0:00:01,0;25.08.2020 20:11:08,8;0,4302 A AC;0,4302 A AC;25.08.2020 20:11:08,9;0,4301 A AC;Interval;25.08.2020 20:11:09,8
468;0,4302 A AC;25.08.2020 20:11:09,8;0:00:01,0;25.08.2020 20:11:10,2;0,4303 A AC;0,4303 A AC;25.08.2020 20:11:09,8;0,4302 A AC;Interval;25.08.2020 20:11:10,8
469;0,4303 A AC;25.08.2020 20:11:10,8;0:00:01,0;25.08.2020 20:11:11,0;0,4304 A AC;0,4304 A AC;25.08.2020 20:11:10,8;0,4303 A AC;Interval;25.08.2020 20:11:11,8
470;0,4304 A AC;25.08.2020 20:11:11,8;0:00:01,0;25.08.2020 20:11:11,8;0,4304 A AC;0,4303 A AC;25.08.2020 20:11:12,2;0,4302 A AC;Interval;25.08.2020 20:11:12,8
471;0,4302 A AC;25.08.2020 20:11:12,8;0:00:01,0;25.08.2020 20:11:12,8;0,4302 A AC;0,4301 A AC;25.08.2020 20:11:12,9;0,4301 A AC;Interval;25.08.2020 20:11:13,9
472;0,4301 A AC;25.08.2020 20:11:13,9;0:00:01,0;25.08.2020 20:11:14,6;0,4302 A AC;0,4301 A AC;25.08.2020 20:11:13,9;0,4301 A AC;Interval;25.08.2020 20:11:14,9
473;0,4302 A AC;25.08.2020 20:11:14,9;0:00:01,0;25.08.2020 20:11:15,1;0,4303 A AC;0,4303 A AC;25.08.2020 20:11:14,9;0,4302 A AC;Interval;25.08.2020 20:11:15,9
474;0,4303 A AC;25.08.2020 20:11:15,9;0:00:01,0;25.08.2020 20:11:15,9;0,4303 A AC;0,4303 A AC;25.08.2020 20:11:15,9;0,4303 A AC;Interval;25.08.2020 20:11:16,9
475;0,4303 A AC;25.08.2020 20:11:16,9;0:00:01,0;25.08.2020 20:11:17,8;0,4305 A AC;0,4304 A AC;25.08.2020 20:11:16,9;0,4303 A AC;Interval;25.08.2020 20:11:17,9
476;0,4305 A AC;25.08.2020 20:11:17,9;0:00:01,0;25.08.2020 20:11:17,9;0,4305 A AC;0,4305 A AC;25.08.2020 20:11:17,9;0,4305 A AC;Interval;25.08.2020 20:11:18,9
477;0,4306 A AC;25.08.2020 20:11:18,9;0:00:01,0;25.08.2020 20:11:18,9;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:18,9;0,4306 A AC;Interval;25.08.2020 20:11:19,9
478;0,4306 A AC;25.08.2020 20:11:19,9;0:00:01,0;25.08.2020 20:11:19,9;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:19,9;0,4306 A AC;Interval;25.08.2020 20:11:20,9
479;0,4306 A AC;25.08.2020 20:11:20,9;0:00:01,0;25.08.2020 20:11:20,9;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:20,9;0,4306 A AC;Interval;25.08.2020 20:11:21,9
480;0,4306 A AC;25.08.2020 20:11:21,9;0:00:00,9;25.08.2020 20:11:21,9;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:21,9;0,4306 A AC;Interval;25.08.2020 20:11:22,8
481;0,4306 A AC;25.08.2020 20:11:22,8;0:00:01,0;25.08.2020 20:11:22,8;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:22,8;0,4306 A AC;Interval;25.08.2020 20:11:23,8
482;0,4306 A AC;25.08.2020 20:11:23,8;0:00:01,0;25.08.2020 20:11:23,8;0,4306 A AC;0,4305 A AC;25.08.2020 20:11:24,2;0,4305 A AC;Interval;25.08.2020 20:11:24,8
483;0,4305 A AC;25.08.2020 20:11:24,8;0:00:01,0;25.08.2020 20:11:24,8;0,4305 A AC;0,4305 A AC;25.08.2020 20:11:25,1;0,4304 A AC;Interval;25.08.2020 20:11:25,8
484;0,4305 A AC;25.08.2020 20:11:25,8;0:00:01,0;25.08.2020 20:11:25,8;0,4305 A AC;0,4305 A AC;25.08.2020 20:11:25,8;0,4305 A AC;Interval;25.08.2020 20:11:26,8
485;0,4305 A AC;25.08.2020 20:11:26,8;0:00:01,0;25.08.2020 20:11:26,8;0,4305 A AC;0,4305 A AC;25.08.2020 20:11:26,8;0,4305 A AC;Interval;25.08.2020 20:11:27,8
486;0,4305 A AC;25.08.2020 20:11:27,8;0:00:01,0;25.08.2020 20:11:27,8;0,4305 A AC;0,4305 A AC;25.08.2020 20:11:27,8;0,4305 A AC;Interval;25.08.2020 20:11:28,8
487;0,4305 A AC;25.08.2020 20:11:28,8;0:00:01,0;25.08.2020 20:11:29,7;0,4306 A AC;0,4305 A AC;25.08.2020 20:11:28,8;0,4305 A AC;Interval;25.08.2020 20:11:29,8
488;0,4306 A AC;25.08.2020 20:11:29,8;0:00:01,0;25.08.2020 20:11:29,8;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:29,8;0,4306 A AC;Interval;25.08.2020 20:11:30,9
489;0,4306 A AC;25.08.2020 20:11:30,9;0:00:01,0;25.08.2020 20:11:30,9;0,4306 A AC;0,4306 A AC;25.08.2020 20:11:30,9;0,4306 A AC;Interval;25.08.2020 20:11:31,9
